phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
5990140,http://aprimoradodadesco.com/itau/Pessoa-Fisica/acesso.php,http://www.phishtank.com/phish_detail.php?phish_id=5990140,2019-03-29T17:01:09+00:00,yes,2019-04-12T23:15:06+00:00,yes,Other
5990125,https://www.shivrams.com/css/,http://www.phishtank.com/phish_detail.php?phish_id=5990125,2019-03-29T16:51:07+00:00,yes,2019-04-09T07:28:19+00:00,yes,PayPal
5990114,http://dels.com.au/dope/Docusign/,http://www.phishtank.com/phish_detail.php?phish_id=5990114,2019-03-29T16:40:17+00:00,yes,2019-04-10T17:22:19+00:00,yes,Other
5990093,https://aprimoradodadesco.com/itau/Pessoa-Fisica/,http://www.phishtank.com/phish_detail.php?phish_id=5990093,2019-03-29T16:02:12+00:00,yes,2019-04-15T22:08:36+00:00,yes,Other
5990068,http://instalatiigazenaturale.ro/wp-includes/css/pointer/provider/provider/webmail/,http://www.phishtank.com/phish_detail.php?phish_id=5990068,2019-03-29T15:58:18+00:00,yes,2019-04-15T17:14:59+00:00,yes,Other
5990067,http://instalatiigazenaturale.ro/wp-includes/css/pointer/provider/provider/webmail,http://www.phishtank.com/phish_detail.php?phish_id=5990067,2019-03-29T15:58:17+00:00,yes,2019-04-15T08:24:46+00:00,yes,Other
5990004,http://chaopraya.ac.th/icon/lite/c3nt3r/custm3r-ID00C521/settings/settings.php,http://www.phishtank.com/phish_detail.php?phish_id=5990004,2019-03-29T15:54:09+00:00,yes,2019-04-16T06:52:10+00:00,yes,PayPal
5989983,https://abroadvisaexperts.com/secure/suspicious/,http://www.phishtank.com/phish_detail.php?phish_id=5989983,2019-03-29T15:36:17+00:00,yes,2019-04-15T04:56:50+00:00,yes,PayPal
5989981,https://abroadvisaexperts.com/secure/card/,http://www.phishtank.com/phish_detail.php?phish_id=5989981,2019-03-29T15:36:08+00:00,yes,2019-04-15T16:57:42+00:00,yes,PayPal
5989962,http://financebankingcom.com/www.bankofamerica.com/smallbusiness/index.html,http://www.phishtank.com/phish_detail.php?phish_id=5989962,2019-03-29T15:15:38+00:00,yes,2019-04-16T14:45:45+00:00,yes,Other
5989953,https://u.to/6IoAFQ,http://www.phishtank.com/phish_detail.php?phish_id=5989953,2019-03-29T15:13:15+00:00,yes,2019-04-10T20:41:57+00:00,yes,Other
5989952,https://neorajkotcoe.com/signin/,http://www.phishtank.com/phish_detail.php?phish_id=5989952,2019-03-29T15:12:05+00:00,yes,2019-04-16T01:30:38+00:00,yes,PayPal
5989943,https://u.to/zIgAFQ,http://www.phishtank.com/phish_detail.php?phish_id=5989943,2019-03-29T15:05:58+00:00,yes,2019-04-10T20:41:57+00:00,yes,Other
5989885,http://stbernard-school.com/new/Alibaba/alibaba/alibaba/alibaba/alibaba.com/images/data,http://www.phishtank.com/phish_detail.php?phish_id=5989885,2019-03-29T14:46:10+00:00,yes,2019-04-15T01:56:13+00:00,yes,Other
5989883,http://cvci.com.au/microsoft/security/block323/unblock/account,http://www.phishtank.com/phish_detail.php?phish_id=5989883,2019-03-29T14:46:06+00:00,yes,2019-04-16T14:47:54+00:00,yes,Other
5989880,http://financebankingcom.com/www.bankofamerica.com/onlinebanking/learning-center.html,http://www.phishtank.com/phish_detail.php?phish_id=5989880,2019-03-29T14:45:54+00:00,yes,2019-04-15T23:06:47+00:00,yes,Other
5989875,http://appleid.apple.com-en.securelineapps.com/jdd,http://www.phishtank.com/phish_detail.php?phish_id=5989875,2019-03-29T14:45:34+00:00,yes,2019-04-16T14:47:54+00:00,yes,Other
5989851,https://bit-support.net,http://www.phishtank.com/phish_detail.php?phish_id=5989851,2019-03-29T14:24:56+00:00,yes,2019-04-15T12:44:39+00:00,yes,Visa
5989845,http://central-smart7.com/index.php?produto=798186949,http://www.phishtank.com/phish_detail.php?phish_id=5989845,2019-03-29T14:13:25+00:00,yes,2019-03-29T14:14:33+00:00,yes,Other
5989755,http://jueyrwaeds.gq/host/admin/DHL%20AUTO/dhl.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4#n=1252899642&amp;fid=1&amp;fav=1,http://www.phishtank.com/phish_detail.php?phish_id=5989755,2019-03-29T12:15:21+00:00,yes,2019-04-05T00:02:30+00:00,yes,Other
5989750,https://www.centrodasconsultas.com/,http://www.phishtank.com/phish_detail.php?phish_id=5989750,2019-03-29T12:12:46+00:00,yes,2019-04-01T16:48:39+00:00,yes,Other
5989739,http://enemach-railtransit.com/fckeditor/special/ygf5t5tg.html,http://www.phishtank.com/phish_detail.php?phish_id=5989739,2019-03-29T11:52:04+00:00,yes,2019-04-16T14:47:55+00:00,yes,Other
5989703,https://ieccablesconnectors.com/ids1/,http://www.phishtank.com/phish_detail.php?phish_id=5989703,2019-03-29T11:43:46+00:00,yes,2019-04-01T16:48:39+00:00,yes,"Poste Italiane"
5989662,https://c7d5c37a-d73e-4f73-9a99-c6a504a53cbd.htmlcomponentservice.com/get_draft?id=c7d5c3_125c671c4c0eb29c158a27b8cc230044.html,http://www.phishtank.com/phish_detail.php?phish_id=5989662,2019-03-29T10:48:08+00:00,yes,2019-04-07T15:09:26+00:00,yes,PayPal
5989647,https://steam.zombieden.cn/IlOysTgNjFrGtHtEAwVo/indexx.php,http://www.phishtank.com/phish_detail.php?phish_id=5989647,2019-03-29T10:16:56+00:00,yes,2019-04-15T13:00:29+00:00,yes,Other
5989617,http://steam.zombieden.cn/IlOysTgNjFrGtHtEAwVo/indexx.php,http://www.phishtank.com/phish_detail.php?phish_id=5989617,2019-03-29T09:53:24+00:00,yes,2019-04-06T17:06:06+00:00,yes,Other
5989615,http://staffpromo.cv/Log-in/signin/myaccount/signin/,http://www.phishtank.com/phish_detail.php?phish_id=5989615,2019-03-29T09:53:06+00:00,yes,2019-04-16T09:00:49+00:00,yes,Other
5989608,https://krautgarten-bal.de/wp-admin/images/sepa/index.php,http://www.phishtank.com/phish_detail.php?phish_id=5989608,2019-03-29T09:52:29+00:00,yes,2019-04-10T01:39:46+00:00,yes,Other
5989589,http://rnicrosoft-verifying.azurewebsites.net/security/office/,http://www.phishtank.com/phish_detail.php?phish_id=5989589,2019-03-29T09:50:52+00:00,yes,2019-04-01T16:48:40+00:00,yes,Other
5989545,http://www.alsultanah.com/login.jsp.htm?tracelog=notificationtips2016310/u0026amp,http://www.phishtank.com/phish_detail.php?phish_id=5989545,2019-03-29T09:05:58+00:00,yes,2019-04-15T09:31:30+00:00,yes,Other
5989533,http://https244577889078564546464534353date.000webhostapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=5989533,2019-03-29T09:04:57+00:00,yes,2019-04-04T10:08:27+00:00,yes,Other
5989410,https://owasecurehelp2019.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=5989410,2019-03-29T08:21:43+00:00,yes,2019-04-03T17:30:03+00:00,yes,Other
5989392,https://mail.spotonroofing.com.au/lyn/D2017HL/u.php,http://www.phishtank.com/phish_detail.php?phish_id=5989392,2019-03-29T08:11:25+00:00,yes,2019-04-06T17:06:06+00:00,yes,Other
5989390,https://lovemelos.com/wp-includes/en_yahoo,http://www.phishtank.com/phish_detail.php?phish_id=5989390,2019-03-29T08:11:17+00:00,yes,2019-04-08T13:38:26+00:00,yes,Other
5989384,"http://lovemelos.com/wp-includes/en_yahoo/ca7eafce2efec55118699aa91e9437ee/?cmd=_identifier_Demarrer_ID=8871075036005%20_TIme:Thu,Mar,28,2019-6:25pm",http://www.phishtank.com/phish_detail.php?phish_id=5989384,2019-03-29T08:10:57+00:00,yes,2019-03-29T11:47:26+00:00,yes,Other
5989383,"http://lovemelos.com/wp-includes/en_yahoo/43f8c955190e8b8ed2204f6620f380b2/?cmd=_identifier_Demarrer_ID=9734221105464%20_TIme:Thu,Mar,28,2019-6:25pm",http://www.phishtank.com/phish_detail.php?phish_id=5989383,2019-03-29T08:10:53+00:00,yes,2019-04-06T07:21:07+00:00,yes,Other
5989381,https://valuabletuts.com/wp-includes/certificates/yahoo/,http://www.phishtank.com/phish_detail.php?phish_id=5989381,2019-03-29T08:10:45+00:00,yes,2019-04-02T01:20:58+00:00,yes,Other
5989380,http://betterbettafarms.com/wp-includes/certificates/yahoo/,http://www.phishtank.com/phish_detail.php?phish_id=5989380,2019-03-29T08:10:41+00:00,yes,2019-04-15T17:53:13+00:00,yes,Other
5989379,https://betterbettafarms.com/wp-includes/certificates/yahoo/,http://www.phishtank.com/phish_detail.php?phish_id=5989379,2019-03-29T08:10:37+00:00,yes,2019-04-16T03:46:36+00:00,yes,Other
5989374,http://www.spotonroofing.com.au/lyn/D2017HL/u.php,http://www.phishtank.com/phish_detail.php?phish_id=5989374,2019-03-29T08:10:20+00:00,yes,2019-04-16T14:47:55+00:00,yes,Other
5989359,http://www.paypal.com.update.service.verify.freeget.net/us/cgi-bin/webscr.php?cmd=_login-run&amp;ckattempt=1,http://www.phishtank.com/phish_detail.php?phish_id=5989359,2019-03-29T08:09:34+00:00,yes,2019-04-06T17:13:38+00:00,yes,Other
5989349,http://paypal-on-giftcards.netlify.com/,http://www.phishtank.com/phish_detail.php?phish_id=5989349,2019-03-29T08:09:01+00:00,yes,2019-04-15T17:45:09+00:00,yes,Other
5989347,http://appleid.apple.com-signin.2qbpwdtf568zwts0n8kgcrhlq88kq6.com/?fp=j8JuPAcpGI5XhqneV/avlu0pt4Yrb63SMSWZTRyGTBvOC2kK5ypqoNAISZn%20DgzVcXemmmtrTND7fxAXrI/pNwQDChxkvDYPmUSUJ%20u5YTqPiH96Gl1N0u5E/gZkNiPoF6R9/V7%20tKqVKeL0cy7PfIsMu6kS7PzWXkHa8Jm63b45rZajxoExjZU7l9WdTSSj&amp;prvtof=gSvoiihLtAjWCdBxO7VjyWlb1KaDxK/mTB7M67J4WiY=&amp;poru=t15JGLS1NBp3Q5YBDJHu9SUcseIS93R0A04EEdgb5YpaavL3DdtaSUxKGtOJ9A81FSoB9kHqGIj1h%20mn3EbJ4q7UEDUe3nWbDnlqcvhucB0=,http://www.phishtank.com/phish_detail.php?phish_id=5989347,2019-03-29T08:08:54+00:00,yes,2019-04-15T22:07:27+00:00,yes,Other
5989337,http://valuabletuts.com/wp-includes/certificates/yahoo/,http://www.phishtank.com/phish_detail.php?phish_id=5989337,2019-03-29T08:08:28+00:00,yes,2019-04-13T12:45:13+00:00,yes,Other
5989336,http://www.kapisatravel.com/wp-content/plugins/ubh/agrement/a68dda75f481fdd26e7962d1688b2300/customer_center/customer-IDPP00C254/myaccount/signin/,http://www.phishtank.com/phish_detail.php?phish_id=5989336,2019-03-29T08:08:24+00:00,yes,2019-04-08T08:03:19+00:00,yes,Other
5989335,http://facebook.com-mobi-uxwgnvdryjq.montconghana.com/Paypal_Virefication/,http://www.phishtank.com/phish_detail.php?phish_id=5989335,2019-03-29T08:08:20+00:00,yes,2019-04-16T07:01:28+00:00,yes,Other
5989332,http://mail.spotonroofing.com.au/lyn/D2017HL/u.php,http://www.phishtank.com/phish_detail.php?phish_id=5989332,2019-03-29T08:08:01+00:00,yes,2019-04-15T22:07:27+00:00,yes,Other
5989254,https://binancecz.blogspot.com,http://www.phishtank.com/phish_detail.php?phish_id=5989254,2019-03-29T04:15:47+00:00,yes,2019-04-08T15:06:30+00:00,yes,Other
5989248,https://service-online-usbank.com/4ffc61c5a9efc8cc6f32729bf3f8907bZThhM2NiMjNiOTQ5MDIzZTEwMTFjMTI2NTY5ZTg4ZWI=/login.php,http://www.phishtank.com/phish_detail.php?phish_id=5989248,2019-03-29T03:40:38+00:00,yes,2019-04-07T21:33:26+00:00,yes,Other
5989247,https://service-online-usbank.com/,http://www.phishtank.com/phish_detail.php?phish_id=5989247,2019-03-29T03:40:37+00:00,yes,2019-04-06T17:01:06+00:00,yes,Other
5989244,http://thriftymusician.com/product/squier-by-fender-bullet-stratocaster-electric-guitar-hard-tail-rosewood-fingerboard/,http://www.phishtank.com/phish_detail.php?phish_id=5989244,2019-03-29T03:40:24+00:00,yes,2019-04-09T00:14:51+00:00,yes,Other
5989243,http://thriftymusician.com/product/squier-by-fender-bullet-stratocaster-electric-guitar-hard-tail-rosewood-fingerboard,http://www.phishtank.com/phish_detail.php?phish_id=5989243,2019-03-29T03:40:19+00:00,yes,2019-04-12T20:53:14+00:00,yes,Other
5989228,http://www.chaopraya.ac.th/icon/lite/c3nt3r/custm3r-ID00C417/signin/signin.php,http://www.phishtank.com/phish_detail.php?phish_id=5989228,2019-03-29T02:11:03+00:00,yes,2019-04-15T18:15:24+00:00,yes,Other
5989225,http://jueyrwaeds.gq/dr/DHL%20AUTO/dhl.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4#n=1252899642&amp;fid=1&amp;fav=1,http://www.phishtank.com/phish_detail.php?phish_id=5989225,2019-03-29T02:10:52+00:00,yes,2019-03-29T07:29:26+00:00,yes,Other
5989219,http://fazileh.com/DOCS/venza/,http://www.phishtank.com/phish_detail.php?phish_id=5989219,2019-03-29T02:10:30+00:00,yes,2019-03-29T07:31:34+00:00,yes,Other
5989210,https://wvw.xn--banochile-s3a.com/,http://www.phishtank.com/phish_detail.php?phish_id=5989210,2019-03-29T01:44:07+00:00,yes,2019-04-01T16:48:41+00:00,yes,Other
5989208,http://do-not-save.url.fextz2qukr5mujrg.onion.tmpconnection.online/usercp/auth/login,http://www.phishtank.com/phish_detail.php?phish_id=5989208,2019-03-29T01:29:24+00:00,yes,2019-04-06T11:57:07+00:00,yes,Other
5989155,http://speccyjam.com/,http://www.phishtank.com/phish_detail.php?phish_id=5989155,2019-03-29T00:36:16+00:00,yes,2019-03-29T11:46:43+00:00,yes,Facebook
5989153,http://www.chaopraya.ac.th/icon/lite/c3nt3r/custm3r-ID00C121/signin/signin.php?cmd=_update-information&amp;account_update=f0a1765066688e169d02b212237dade0&amp;lim_session=897252e944b93517789a43ee73d5c0e3919d8bf4,http://www.phishtank.com/phish_detail.php?phish_id=5989153,2019-03-29T00:30:12+00:00,yes,2019-04-01T16:48:41+00:00,yes,PayPal
5989097,http://cvci.com.au/microsoft/security/block323/unblock/account/rdtduii8757886/outlook/teamWPJ/sig-in/,http://www.phishtank.com/phish_detail.php?phish_id=5989097,2019-03-28T23:10:02+00:00,yes,2019-03-29T07:53:38+00:00,yes,Microsoft
5989028,https://staffpromo.cv/Tarvos/Html/signin/?country=United+States&local=en_US,http://www.phishtank.com/phish_detail.php?phish_id=5989028,2019-03-28T22:36:16+00:00,yes,2019-04-12T17:01:19+00:00,yes,PayPal
5989030,https://staffpromo.cv/Tarvos/Html/signin/,http://www.phishtank.com/phish_detail.php?phish_id=5989030,2019-03-28T22:36:16+00:00,yes,2019-04-15T20:30:27+00:00,yes,PayPal
5988937,https://efir.pl/admin/js/ID/Update/b7fe66/en/,http://www.phishtank.com/phish_detail.php?phish_id=5988937,2019-03-28T21:36:15+00:00,yes,2019-04-05T14:04:03+00:00,yes,PayPal
5988905,https://www.surveygizmo.com/s3/4924813/Sign-in,http://www.phishtank.com/phish_detail.php?phish_id=5988905,2019-03-28T20:25:45+00:00,yes,2019-04-10T20:28:08+00:00,yes,Other
5988904,https://www.surveygizmo.com/s3/4924617/AT-T-Mail-Update,http://www.phishtank.com/phish_detail.php?phish_id=5988904,2019-03-28T20:25:44+00:00,yes,2019-04-10T20:28:08+00:00,yes,Other
5988903,https://www.surveygizmo.com/s3/4924713/notice,http://www.phishtank.com/phish_detail.php?phish_id=5988903,2019-03-28T20:25:34+00:00,yes,2019-04-10T20:28:08+00:00,yes,Other
5988875,http://cev.org.ve/videoscev/xBananaV3.fixPaPlupdate99VallidRate/customer_center/Secure668/myaccount/signin/,http://www.phishtank.com/phish_detail.php?phish_id=5988875,2019-03-28T20:10:34+00:00,yes,2019-04-06T17:07:22+00:00,yes,Other
5988869,https://nationguardnews.com/wp-admin/css/colors/ectoplasm/bankofamerica/dataserviceonlinesystem/en,http://www.phishtank.com/phish_detail.php?phish_id=5988869,2019-03-28T20:10:17+00:00,yes,2019-04-15T22:07:27+00:00,yes,Other
5988833,http://stsgroupbd.com/ros/ee/secure/cmd-login=9feaf7f8354ad68ba40e29d70cd05405,http://www.phishtank.com/phish_detail.php?phish_id=5988833,2019-03-28T19:30:22+00:00,yes,2019-04-06T17:08:37+00:00,yes,Other
5988821,http://vacolleges.com/thyt/dr/,http://www.phishtank.com/phish_detail.php?phish_id=5988821,2019-03-28T19:21:42+00:00,yes,2019-04-10T11:56:42+00:00,yes,Other
5988816,https://staffpromo.cv/Log-in/signin,http://www.phishtank.com/phish_detail.php?phish_id=5988816,2019-03-28T19:21:21+00:00,yes,2019-04-16T03:26:55+00:00,yes,Other
5988794,http://cev.org.ve/videoscev/xBananaV3.fixPaPlupdate99VallidRate/customer_center/Secure668/myaccount/signin/?country.x=LU&amp;locale.x=en_LU,http://www.phishtank.com/phish_detail.php?phish_id=5988794,2019-03-28T19:20:30+00:00,yes,2019-04-16T05:07:53+00:00,yes,Other
5988764,http://tiendasfull.com/Encuestas/img/vicich/mailbox/mailbox/upgrade/index.php,http://www.phishtank.com/phish_detail.php?phish_id=5988764,2019-03-28T19:01:53+00:00,yes,2019-04-16T06:03:30+00:00,yes,Other
5988752,http://nationguardnews.com/wp-admin/css/colors/ectoplasm/bankofamerica/,http://www.phishtank.com/phish_detail.php?phish_id=5988752,2019-03-28T19:01:05+00:00,yes,2019-04-15T22:07:27+00:00,yes,Other
5988751,https://nationguardnews.com/wp-admin/css/colors/ectoplasm/bankofamerica/dataserviceonlinesystem/en/Home/SignOnID=,http://www.phishtank.com/phish_detail.php?phish_id=5988751,2019-03-28T19:00:59+00:00,yes,2019-04-15T09:49:50+00:00,yes,Other
5988750,https://nationguardnews.com/wp-admin/css/colors/ectoplasm/bankofamerica/dataserviceonlinesystem/en/Home,http://www.phishtank.com/phish_detail.php?phish_id=5988750,2019-03-28T19:00:55+00:00,yes,2019-04-11T17:01:51+00:00,yes,Other
5988741,http://customearplugs.com/mbereview/index.php,http://www.phishtank.com/phish_detail.php?phish_id=5988741,2019-03-28T19:00:25+00:00,yes,2019-04-09T00:27:28+00:00,yes,Other
5988701,https://staffpromo.cv/Log-in/signin/myaccount/signin/?country.x=US&locale.x=en_US,http://www.phishtank.com/phish_detail.php?phish_id=5988701,2019-03-28T18:33:12+00:00,yes,2019-04-16T00:34:50+00:00,yes,PayPal
5988699,https://staffpromo.cv/Log-in/signin/myaccount/signin/,http://www.phishtank.com/phish_detail.php?phish_id=5988699,2019-03-28T18:33:08+00:00,yes,2019-04-13T15:37:24+00:00,yes,PayPal
5988694,http://fitg.net/Invoice/wp-incle/Doc/DocuSign/,http://www.phishtank.com/phish_detail.php?phish_id=5988694,2019-03-28T18:28:00+00:00,yes,2019-04-13T14:10:58+00:00,yes,Other
5988620,https://nationguardnews.com/wp-admin/css/colors/ectoplasm/bankofamerica,http://www.phishtank.com/phish_detail.php?phish_id=5988620,2019-03-28T17:46:21+00:00,yes,2019-04-16T14:46:50+00:00,yes,Other
5988616,http://nationguardnews.com/wp-admin/css/colors/ectoplasm/bankofamerica/dataserviceonlinesystem/en/Home/SignOnID=,http://www.phishtank.com/phish_detail.php?phish_id=5988616,2019-03-28T17:46:13+00:00,yes,2019-04-16T03:04:54+00:00,yes,Other
5988609,http://dolbyvideo.ml/yam/Sign_p.html,http://www.phishtank.com/phish_detail.php?phish_id=5988609,2019-03-28T17:45:44+00:00,yes,2019-04-15T02:50:56+00:00,yes,Other
5988559,https://vrification-informati.com/index/,http://www.phishtank.com/phish_detail.php?phish_id=5988559,2019-03-28T17:15:18+00:00,yes,2019-04-06T17:11:08+00:00,yes,PayPal
5988540,http://appleid.apple.com-en.securelineapps.com/557,http://www.phishtank.com/phish_detail.php?phish_id=5988540,2019-03-28T16:56:29+00:00,yes,2019-04-15T22:06:18+00:00,yes,Other
5988534,http://kidms.com/dev/wp-content/uploads/secure_images/products/CATALOG,http://www.phishtank.com/phish_detail.php?phish_id=5988534,2019-03-28T16:56:12+00:00,yes,2019-04-13T15:01:19+00:00,yes,Other
5988527,http://cvci.com.au/microsoft/security/block323/unblock/account/rdtduii8757886,http://www.phishtank.com/phish_detail.php?phish_id=5988527,2019-03-28T16:55:54+00:00,yes,2019-04-16T12:35:21+00:00,yes,Other
5988526,http://puri81highstreet.in/done/auth/view/share/eula.html,http://www.phishtank.com/phish_detail.php?phish_id=5988526,2019-03-28T16:55:50+00:00,yes,2019-03-29T07:52:56+00:00,yes,Other
5988506,http://120.24.39.159/uploaded/file/20180509/20180509204013_61729.html,http://www.phishtank.com/phish_detail.php?phish_id=5988506,2019-03-28T16:54:58+00:00,yes,2019-04-02T01:20:59+00:00,yes,Other
5988473,http://nationguardnews.com/wp-admin/css/colors/ectoplasm/bankofamerica,http://www.phishtank.com/phish_detail.php?phish_id=5988473,2019-03-28T16:53:26+00:00,yes,2019-04-16T03:56:34+00:00,yes,Other
5988442,http://eve292929.dothome.co.kr/1122/?sec=SusanRÃ¯Â¿Â½nisch,http://www.phishtank.com/phish_detail.php?phish_id=5988442,2019-03-28T16:52:25+00:00,yes,2019-04-15T22:06:19+00:00,yes,Other
5988436,https://lovemelos.com/wp-includes/en_yahoo/,http://www.phishtank.com/phish_detail.php?phish_id=5988436,2019-03-28T16:52:10+00:00,yes,2019-04-11T03:48:41+00:00,yes,Other
5988429,http://appleid.apple.com-en.securelineapps.com/index.php,http://www.phishtank.com/phish_detail.php?phish_id=5988429,2019-03-28T16:51:55+00:00,yes,2019-04-15T22:06:19+00:00,yes,Other
5988418,http://u0686731.cp.regruhosting.ru/necolas.mandilaes.votesieo738922.lopectuioes.mertioe.pecertiones5236822.aderion35722/f77e6355df684b801bcd6ed51880514b/pin.html,http://www.phishtank.com/phish_detail.php?phish_id=5988418,2019-03-28T16:51:04+00:00,yes,2019-04-04T09:57:18+00:00,yes,Other
5988416,http://u0686731.cp.regruhosting.ru/necolas.mandilaes.votesieo738922.lopectuioes.mertioe.pecertiones5236822.aderion35722/a6c07d14b8b33a83d6cf4859381ff261/sms2.html,http://www.phishtank.com/phish_detail.php?phish_id=5988416,2019-03-28T16:50:57+00:00,yes,2019-04-10T08:10:47+00:00,yes,Other
5988413,http://u0686731.cp.regruhosting.ru/necolas.mandilaes.votesieo738922.lopectuioes.mertioe.pecertiones5236822.aderion35722/a6c07d14b8b33a83d6cf4859381ff261/pin.html,http://www.phishtank.com/phish_detail.php?phish_id=5988413,2019-03-28T16:50:49+00:00,yes,2019-04-07T15:04:37+00:00,yes,Other
5988412,http://u0686731.cp.regruhosting.ru/necolas.mandilaes.votesieo738922.lopectuioes.mertioe.pecertiones5236822.aderion35722/a6c07d14b8b33a83d6cf4859381ff261/pass.html,http://www.phishtank.com/phish_detail.php?phish_id=5988412,2019-03-28T16:50:45+00:00,yes,2019-04-12T17:02:04+00:00,yes,Other
5988411,http://u0686731.cp.regruhosting.ru/necolas.mandilaes.votesieo738922.lopectuioes.mertioe.pecertiones5236822.aderion35722/e2b3c8d1e2fa9228e066dc81e273e228/sms2.html,http://www.phishtank.com/phish_detail.php?phish_id=5988411,2019-03-28T16:50:41+00:00,yes,2019-04-12T16:12:40+00:00,yes,Other
5988410,http://u0686731.cp.regruhosting.ru/necolas.mandilaes.votesieo738922.lopectuioes.mertioe.pecertiones5236822.aderion35722/e2b3c8d1e2fa9228e066dc81e273e228/sms.html,http://www.phishtank.com/phish_detail.php?phish_id=5988410,2019-03-28T16:50:37+00:00,yes,2019-04-01T16:48:42+00:00,yes,Other
5988408,http://u0686731.cp.regruhosting.ru/necolas.mandilaes.votesieo738922.lopectuioes.mertioe.pecertiones5236822.aderion35722/e2b3c8d1e2fa9228e066dc81e273e228/pass.html,http://www.phishtank.com/phish_detail.php?phish_id=5988408,2019-03-28T16:50:21+00:00,yes,2019-04-15T22:06:19+00:00,yes,Other
5988354,https://u.to/FmT_FA,http://www.phishtank.com/phish_detail.php?phish_id=5988354,2019-03-28T15:43:56+00:00,yes,2019-04-10T20:28:08+00:00,yes,Other
5988339,https://lovemelos.com/welcome2melos/melos_files/bosl1.php,http://www.phishtank.com/phish_detail.php?phish_id=5988339,2019-03-28T15:40:22+00:00,yes,2019-04-15T22:06:19+00:00,yes,Other
5988329,https://vczfz.000webhostapp.com/god/,http://www.phishtank.com/phish_detail.php?phish_id=5988329,2019-03-28T15:38:24+00:00,yes,2019-04-10T20:14:00+00:00,yes,Other
5988316,http://ww.w.chez.com/bbs/apps/ajax/template/education-servioce-demande.php,http://www.phishtank.com/phish_detail.php?phish_id=5988316,2019-03-28T15:33:15+00:00,yes,2019-04-15T03:45:14+00:00,yes,PayPal
5988310,https://donnercruz.com/wp/wp-content/themes/twentytwelve/servicepaypal-update-login-info-zone-locate/,http://www.phishtank.com/phish_detail.php?phish_id=5988310,2019-03-28T15:33:12+00:00,yes,2019-04-02T01:08:07+00:00,yes,PayPal
5988309,http://dolbyvideo.ml/yam/YAhoobjklodfbbfj466777r4nfkknfi.html,http://www.phishtank.com/phish_detail.php?phish_id=5988309,2019-03-28T15:32:32+00:00,yes,2019-04-10T20:14:00+00:00,yes,Other
5988290,https://1drv.ms/xs/s!AmMf9mUEE_e6ZxcaU-aDKuWQSw0?wdFormId=%7B59652CDD%2D24E9%2D4822%2DAE04%2DB443D33D24F8%7D,http://www.phishtank.com/phish_detail.php?phish_id=5988290,2019-03-28T15:19:19+00:00,yes,2019-04-10T20:28:08+00:00,yes,Other
5988273,https://paiypal.shop/337304/TgdyYjOManpX7Ar/zW9Q2fHpy3RcDhE/760762598179/P9gNH5Gh67YWEkl/Foc7naO8vdHyASL/signin_assoc.handle.php,http://www.phishtank.com/phish_detail.php?phish_id=5988273,2019-03-28T15:12:08+00:00,yes,2019-04-13T14:44:22+00:00,yes,PayPal
5988245,http://appleid.apple.com-signin.2qbpwdtf568zwts0n8kgcrhlq88kq6.com/bvv,http://www.phishtank.com/phish_detail.php?phish_id=5988245,2019-03-28T14:55:42+00:00,yes,2019-04-15T22:39:38+00:00,yes,Other
5988243,https://login.microsoftonline.envy-creative.com/owa/auth/auth.php?client_id=,http://www.phishtank.com/phish_detail.php?phish_id=5988243,2019-03-28T14:55:30+00:00,yes,2019-04-15T22:06:19+00:00,yes,Other
5988242,https://login.microsoftonline.envy-creative.com/owa/auth/pass.php,http://www.phishtank.com/phish_detail.php?phish_id=5988242,2019-03-28T14:55:26+00:00,yes,2019-04-16T10:19:14+00:00,yes,Other
5988224,http://u0686731.cp.regruhosting.ru/necolas.mandilaes.votesieo738922.lopectuioes.mertioe.pecertiones5236822.aderion35722/,http://www.phishtank.com/phish_detail.php?phish_id=5988224,2019-03-28T14:47:26+00:00,yes,2019-04-16T12:04:08+00:00,yes,"ING Direct"
5988219,http://u0686781.cp.regruhosting.ru/HAMAKALO.listado.logan.insfgs.gggs.shhs.7645857884585787/nattado.ingloui.innniu.faltena.bantika.inngi.local77857678898/,http://www.phishtank.com/phish_detail.php?phish_id=5988219,2019-03-28T14:40:34+00:00,yes,2019-04-10T01:58:02+00:00,yes,"ING Direct"
5988216,https://u.to/EG-_FA,http://www.phishtank.com/phish_detail.php?phish_id=5988216,2019-03-28T14:35:34+00:00,yes,2019-04-10T20:28:08+00:00,yes,Other
5988184,http://claudedivug.com/index.php?produto=412959325,http://www.phishtank.com/phish_detail.php?phish_id=5988184,2019-03-28T14:01:45+00:00,yes,2019-03-28T14:02:48+00:00,yes,Other
